search_genome,metagenome,containment
FV_DSM_15829_genome,ERR3596493,0.5860215053763441
FV_DSM_15829_genome,SRR13900339,0.5860215053763441
FV_DSM_15829_genome,SRR17548763,0.5860215053763441
FV_DSM_15829_genome,SRR12018878,0.5806451612903226
FV_DSM_15829_genome,SRR13167509,0.5806451612903226
FV_DSM_15829_genome,ERR3500819,0.5806451612903226
FV_DSM_15829_genome,SRR14370085,0.5806451612903226
FV_DSM_15829_genome,SRR13167541,0.5806451612903226
FV_DSM_15829_genome,SRR18765385,0.5806451612903226
FV_DSM_15829_genome,SRR6748171,0.5806451612903226
FV_DSM_15829_genome,SRR16916867,0.5806451612903226
FV_DSM_15829_genome,SRR6748172,0.5806451612903226
FV_DSM_15829_genome,SRR14610620,0.5806451612903226
FV_DSM_15829_genome,SRR12830911,0.5806451612903226
FV_DSM_15829_genome,SRR10692047,0.5806451612903226
FV_DSM_15829_genome,SRR17635605,0.5806451612903226
FV_PB189-T1-4_genome,SRR538246,0.5800711743772242
FV_PB189-T1-4_genome,SRR533266,0.5800711743772242
FV_PB189-T1-4_genome,SRR549454,0.5800711743772242
FV_PB189-T1-4_genome,SRR12018879,0.5765124555160143
FV_PB189-T1-4_genome,SRR533309,0.5765124555160143
FV_PB189-T1-4_genome,SRR17635525,0.5765124555160143
FV_PB189-T1-4_genome,SRR533386,0.5765124555160143
FV_DSM_15829_genome,ERR9538593,0.5752688172043011
FV_DSM_15829_genome,SRR6748217,0.5752688172043011
FV_DSM_15829_genome,ERR3451323,0.5752688172043011
FV_DSM_15829_genome,SRR6748170,0.5752688172043011
FV_DSM_15829_genome,SRR17635505,0.5752688172043011
FV_DSM_15829_genome,SRR17635649,0.5752688172043011
FV_DSM_15829_genome,SRR059817,0.5752688172043011
FV_DSM_15829_genome,SRR16916880,0.5752688172043011
FV_DSM_15829_genome,SRR13167573,0.5752688172043011
FV_DSM_15829_genome,SRR13167533,0.5752688172043011
FV_DSM_15829_genome,SRR17635800,0.5752688172043011
FV_PB189-T1-4_genome,SRR532396,0.5729537366548043
FV_DSM_15829_genome,SRR13099460,0.5698924731182796
FV_DSM_15829_genome,ERR2014359,0.5698924731182796
FV_DSM_15829_genome,SRR8834098,0.5698924731182796
FV_DSM_15829_genome,SRR13167687,0.5698924731182796
FV_DSM_15829_genome,SRR3187099,0.5698924731182796
FV_DSM_15829_genome,SRR17534959,0.5698924731182796
FV_DSM_15829_genome,ERR9538447,0.5698924731182796
FV_DSM_15829_genome,SRR17635468,0.5698924731182796
FV_DSM_15829_genome,SRR12477462,0.5698924731182796
FV_DSM_15829_genome,ERR4031222,0.5698924731182796
FV_DSM_15829_genome,SRR17284139,0.5698924731182796
FV_PB189-T1-4_genome,SRR532768,0.5693950177935944
FV_PB189-T1-4_genome,SRR12018878,0.5693950177935944
FV_PB189-T1-4_genome,SRR12830912,0.5693950177935944
FV_PB189-T1-4_genome,SRR533396,0.5693950177935944
FV_PB189-T1-4_genome,SRR537741,0.5658362989323843
FV_PB189-T1-4_genome,SRR533403,0.5658362989323843
FV_PB189-T1-4_genome,SRR549537,0.5658362989323843
FV_DSM_15829_genome,SRR17284216,0.5645161290322581
FV_DSM_15829_genome,ERR6910914,0.5645161290322581
FV_DSM_15829_genome,SRR13167679,0.5645161290322581
FV_DSM_15829_genome,SRR13167557,0.5645161290322581
FV_DSM_15829_genome,SRR13167640,0.5645161290322581
FV_DSM_15829_genome,SRR1804377,0.5645161290322581
FV_DSM_15829_genome,SRR13099413,0.5645161290322581
FV_DSM_15829_genome,SRR13167641,0.5645161290322581
FV_PB189-T1-4_genome,SRR12830926,0.5622775800711743
FV_PB189-T1-4_genome,SRR540934,0.5622775800711743
FV_PB189-T1-4_genome,SRR17635480,0.5622775800711743
FV_DSM_15829_genome,ERR4031329,0.5591397849462365
FV_DSM_15829_genome,SRR12830916,0.5591397849462365
FV_DSM_15829_genome,SRR497944,0.5591397849462365
FV_DSM_15829_genome,SRR13741010,0.5591397849462365
FV_DSM_15829_genome,SRR18249896,0.5591397849462365
FV_DSM_15829_genome,SRR17635694,0.5591397849462365
FV_DSM_15829_genome,ERR3594029,0.5591397849462365
FV_PB189-T1-4_genome,SRR12825868,0.5587188612099644
FV_PB189-T1-4_genome,SRR533273,0.5587188612099644
FV_PB189-T1-4_genome,SRR17635475,0.5587188612099644
FV_PB189-T1-4_genome,SRR533243,0.5587188612099644
FV_PB189-T1-4_genome,SRR532424,0.5551601423487544
FV_DSM_15829_genome,ERR2014378,0.553763440860215
FV_DSM_15829_genome,SRR12825868,0.553763440860215
FV_DSM_15829_genome,SRR17534958,0.553763440860215
FV_DSM_15829_genome,SRR17635661,0.553763440860215
FV_PB189-T1-4_genome,SRR539323,0.5516014234875445
FV_PB189-T1-4_genome,SRR532413,0.5516014234875445
FV_PB189-T1-4_genome,SRR532419,0.5516014234875445
FV_PB189-T1-4_genome,SRR532750,0.5516014234875445
FV_DSM_15829_genome,SRR8834032,0.5483870967741935
FV_DSM_15829_genome,SRR17284136,0.5483870967741935
FV_DSM_15829_genome,SRR3187194,0.5483870967741935
FV_DSM_15829_genome,ERR2014365,0.5483870967741935
FV_DSM_15829_genome,SRR16916849,0.5483870967741935
FV_DSM_15829_genome,ERR4031201,0.5483870967741935
FV_DSM_15829_genome,SRR12477625,0.5483870967741935
FV_DSM_15829_genome,SRR17635820,0.5483870967741935
FV_DSM_15829_genome,SRR19071575,0.5483870967741935
FV_DSM_15829_genome,SRR17635474,0.5483870967741935
FV_DSM_15829_genome,SRR13167511,0.5483870967741935
FV_DSM_15829_genome,ERR2014371,0.5483870967741935
FV_PB189-T1-4_genome,SRR17635595,0.5444839857651246
FV_PB189-T1-4_genome,SRR549530,0.5444839857651246
FV_PB189-T1-4_genome,SRR17635470,0.5444839857651246
FV_DSM_15829_genome,SRR1805068,0.543010752688172
FV_DSM_15829_genome,SRR17218228,0.543010752688172
FV_DSM_15829_genome,SRR12018898,0.543010752688172
FV_DSM_15829_genome,SRR17635628,0.543010752688172
FV_DSM_15829_genome,SRR16916503,0.543010752688172
FV_DSM_15829_genome,ERR4031227,0.543010752688172
FV_DSM_15829_genome,SRR9165335,0.543010752688172
FV_DSM_15829_genome,SRR12830920,0.543010752688172
FV_DSM_15829_genome,SRR5826738,0.543010752688172
FV_DSM_15829_genome,ERR3527919,0.543010752688172
FV_PB189-T1-4_genome,SRR12830927,0.5409252669039146
FV_PB189-T1-4_genome,SRR538219,0.5409252669039146
FV_DSM_15829_genome,SRR17635690,0.5376344086021505
FV_DSM_15829_genome,SRR6757609,0.5376344086021505
FV_DSM_15829_genome,SRR12018883,0.5376344086021505
FV_DSM_15829_genome,SRR12830914,0.5376344086021505
FV_DSM_15829_genome,SRR12893602,0.5376344086021505
FV_DSM_15829_genome,SRR6748037,0.5376344086021505
FV_DSM_15829_genome,ERR7500049,0.5376344086021505
FV_DSM_15829_genome,SRR13740997,0.5376344086021505
FV_PB189-T1-4_genome,ERR3596491,0.5373665480427047
FV_PB189-T1-4_genome,SRR17635505,0.5373665480427047
FV_PB189-T1-4_genome,SRR12830929,0.5373665480427047
FV_PB189-T1-4_genome,SRR13557473,0.5373665480427047
FV_PB189-T1-4_genome,SRR17284230,0.5338078291814946
FV_PB189-T1-4_genome,SRR533262,0.5338078291814946
FV_DSM_15829_genome,SRR18765392,0.532258064516129
FV_DSM_15829_genome,SRR17635716,0.532258064516129
FV_DSM_15829_genome,SRR17284234,0.532258064516129
FV_DSM_15829_genome,SRR12477526,0.532258064516129
FV_DSM_15829_genome,SRR6443002,0.532258064516129
FV_DSM_15829_genome,ERR3950463,0.532258064516129
FV_PB189-T1-4_genome,SRR16916856,0.5302491103202847
FV_PB189-T1-4_genome,SRR12830919,0.5302491103202847
FV_DSM_15829_genome,ERR1302077,0.5268817204301075
FV_DSM_15829_genome,SRR14764594,0.5268817204301075
FV_DSM_15829_genome,ERR9538699,0.5268817204301075
FV_DSM_15829_genome,SRR11294790,0.5268817204301075
FV_DSM_15829_genome,SRR6847368,0.5268817204301075
FV_DSM_15829_genome,SRR11294781,0.5268817204301075
FV_DSM_15829_genome,SRR11236193,0.5268817204301075
FV_DSM_15829_genome,SRR19071582,0.5268817204301075
FV_PB189-T1-4_genome,SRR540949,0.5266903914590747
FV_PB189-T1-4_genome,ERR9530650,0.5266903914590747
FV_PB189-T1-4_genome,SRR18765405,0.5266903914590747
FV_PB189-T1-4_genome,SRR539310,0.5266903914590747
FV_PB189-T1-4_genome,SRR539307,0.5266903914590747
FV_PB189-T1-4_genome,SRR549525,0.5231316725978647
FV_PB189-T1-4_genome,SRR17635647,0.5231316725978647
FV_DSM_15829_genome,SRR059816,0.521505376344086
FV_DSM_15829_genome,SRR17547365,0.521505376344086
FV_DSM_15829_genome,SRR17635600,0.521505376344086
FV_DSM_15829_genome,ERR5083192,0.521505376344086
FV_DSM_15829_genome,SRR17284232,0.521505376344086
FV_DSM_15829_genome,ERR3594025,0.521505376344086
FV_DSM_15829_genome,ERR2014370,0.521505376344086
FV_DSM_15829_genome,SRR5056731,0.521505376344086
FV_DSM_15829_genome,SRR17635593,0.521505376344086
FV_PB189-T1-4_genome,ERR2014388,0.5195729537366548
FV_PB189-T1-4_genome,SRR13167639,0.5195729537366548
FV_PB189-T1-4_genome,SRR538156,0.5195729537366548
FV_DSM_15829_genome,SRR17635471,0.5161290322580645
FV_DSM_15829_genome,SRR3187199,0.5161290322580645
FV_DSM_15829_genome,SRR17635688,0.5161290322580645
FV_DSM_15829_genome,ERR3594028,0.5161290322580645
FV_DSM_15829_genome,SRR3187423,0.5161290322580645
FV_DSM_15829_genome,SRR6442952,0.5161290322580645
FV_DSM_15829_genome,SRR5420295,0.5161290322580645
FV_DSM_15829_genome,SRR12477630,0.5161290322580645
FV_DSM_15829_genome,SRR16916882,0.5161290322580645
FV_DSM_15829_genome,SRR12830918,0.5161290322580645
FV_DSM_15829_genome,ERR3950464,0.5161290322580645
FV_DSM_15829_genome,ERR3500857,0.5161290322580645
FV_DSM_15829_genome,SRR12018947,0.5161290322580645
FV_DSM_15829_genome,SRR1804651,0.5161290322580645
FV_PB189-T1-4_genome,SRR13739760,0.5124555160142349
FV_PB189-T1-4_genome,SRR533272,0.5124555160142349
FV_PB189-T1-4_genome,SRR12830910,0.5124555160142349
FV_DSM_15829_genome,SRR3187195,0.510752688172043
FV_DSM_15829_genome,ERR2244420,0.510752688172043
FV_DSM_15829_genome,ERR2014383,0.510752688172043
FV_DSM_15829_genome,SRR1804461,0.510752688172043
FV_DSM_15829_genome,SRR3187097,0.510752688172043
FV_DSM_15829_genome,SRR17635692,0.510752688172043
FV_DSM_15829_genome,SRR13900353,0.510752688172043
FV_DSM_15829_genome,SRR12893641,0.510752688172043
FV_PB189-T1-4_genome,SRR537695,0.5088967971530249
FV_PB189-T1-4_genome,SRR549473,0.5088967971530249
FV_PB189-T1-4_genome,ERR2014365,0.5088967971530249
FV_PB189-T1-4_genome,SRR16916862,0.5088967971530249
FV_PB189-T1-4_genome,SRR6847295,0.5088967971530249
FV_DSM_15829_genome,ERR2244501,0.5053763440860215
FV_DSM_15829_genome,SRR8834097,0.5053763440860215
FV_DSM_15829_genome,ERR4031345,0.5053763440860215
FV_DSM_15829_genome,SRR17284239,0.5053763440860215
FV_DSM_15829_genome,SRR18765401,0.5053763440860215
FV_DSM_15829_genome,SRR6442881,0.5053763440860215
FV_DSM_15829_genome,SRR17284151,0.5053763440860215
FV_DSM_15829_genome,SRR10692471,0.5053763440860215
FV_DSM_15829_genome,ERR3500861,0.5053763440860215
FV_DSM_15829_genome,SRR3187196,0.5053763440860215
FV_PB189-T1-4_genome,SRR17635479,0.505338078291815
FV_PB189-T1-4_genome,SRR533908,0.505338078291815
FV_DSM_15829_genome,SRR17635502,0.5
FV_DSM_15829_genome,ERR2244566,0.5
FV_DSM_15829_genome,ERR2014375,0.5
FV_DSM_15829_genome,SRR12018926,0.5
FV_DSM_15829_genome,SRR13167585,0.5
FV_DSM_15829_genome,ERR4031283,0.5
FV_DSM_15829_genome,SRR3187200,0.5
FV_DSM_15829_genome,SRR17635715,0.5
FV_PB189-T1-4_genome,SRR533695,0.498220640569395
FV_PB189-T1-4_genome,SRR549460,0.494661921708185
FV_PB189-T1-4_genome,SRR16916878,0.494661921708185
FV_PB189-T1-4_genome,SRR17635627,0.494661921708185
FV_DSM_15829_genome,SRR12234588,0.4946236559139785
FV_DSM_15829_genome,ERR8052777,0.4946236559139785
FV_DSM_15829_genome,SRR3187203,0.4946236559139785
FV_DSM_15829_genome,SRR17284135,0.4946236559139785
FV_DSM_15829_genome,SRR17635650,0.4946236559139785
FV_DSM_15829_genome,SRR5273931,0.4946236559139785
FV_DSM_15829_genome,SRR16916878,0.4946236559139785
FV_DSM_15829_genome,ERR2014367,0.4946236559139785
FV_DSM_15829_genome,SRR13167609,0.4946236559139785
FV_PB189-T1-4_genome,SRR17635650,0.491103202846975
FV_PB189-T1-4_genome,SRR540953,0.491103202846975
FV_PB189-T1-4_genome,SRR7049252,0.491103202846975
FV_PB189-T1-4_genome,SRR12477676,0.491103202846975
FV_PB189-T1-4_genome,SRR540950,0.491103202846975
FV_PB189-T1-4_genome,SRR17635526,0.491103202846975
FV_DSM_15829_genome,ERR9613818,0.489247311827957
FV_DSM_15829_genome,SRR10917782,0.489247311827957
FV_DSM_15829_genome,SRR18765409,0.489247311827957
FV_DSM_15829_genome,SRR5273941,0.489247311827957
FV_DSM_15829_genome,SRR10692051,0.489247311827957
FV_DSM_15829_genome,SRR13099447,0.489247311827957
FV_DSM_15829_genome,SRR17635701,0.489247311827957
FV_PB189-T1-4_genome,ERR2014361,0.4875444839857651
FV_PB189-T1-4_genome,SRR12830922,0.4839857651245551
FV_DSM_15829_genome,SRR17284195,0.4838709677419355
FV_DSM_15829_genome,SRR2566067,0.4838709677419355
FV_DSM_15829_genome,ERR1302254,0.4838709677419355
FV_DSM_15829_genome,ERR3596491,0.4838709677419355
FV_DSM_15829_genome,SRR13004781,0.4838709677419355
FV_DSM_15829_genome,SRR17635472,0.4838709677419355
FV_DSM_15829_genome,SRR13741007,0.4838709677419355
FV_DSM_15829_genome,SRR13167659,0.4838709677419355
FV_DSM_15829_genome,SRR3187428,0.4838709677419355
FV_DSM_15829_genome,SRR3187201,0.4838709677419355
FV_DSM_15829_genome,ERR1302009,0.4838709677419355
FV_DSM_15829_genome,ERR6997554,0.4838709677419355
FV_PB189-T1-4_genome,SRR13167562,0.4804270462633452
FV_PB189-T1-4_genome,SRR549557,0.4804270462633452
FV_PB189-T1-4_genome,SRR549461,0.4804270462633452
FV_DSM_15829_genome,SRR17284335,0.478494623655914
FV_DSM_15829_genome,ERR3596489,0.478494623655914
FV_DSM_15829_genome,SRR8834096,0.478494623655914
FV_DSM_15829_genome,SRR17635764,0.478494623655914
FV_DSM_15829_genome,ERR3500858,0.478494623655914
FV_DSM_15829_genome,SRR3187424,0.478494623655914
FV_DSM_15829_genome,ERR6718314,0.478494623655914
FV_DSM_15829_genome,SRR13167625,0.478494623655914
FV_DSM_15829_genome,SRR16916876,0.478494623655914
FV_DSM_15829_genome,SRR14370122,0.478494623655914
FV_DSM_15829_genome,SRR6847359,0.478494623655914
FV_DSM_15829_genome,ERR3500852,0.478494623655914
FV_PB189-T1-4_genome,SRR6847342,0.4768683274021352
FV_PB189-T1-4_genome,SRR3187100,0.4768683274021352
FV_PB189-T1-4_genome,SRR6847270,0.4733096085409252
FV_PB189-T1-4_genome,SRR12018790,0.4733096085409252
FV_DSM_15829_genome,SRR11294799,0.4731182795698925
FV_DSM_15829_genome,ERR3500846,0.4731182795698925
FV_DSM_15829_genome,ERR4031339,0.4731182795698925
FV_DSM_15829_genome,SRR13740775,0.4731182795698925
FV_DSM_15829_genome,SRR14117797,0.4731182795698925
FV_DSM_15829_genome,SRR13167636,0.4731182795698925
FV_DSM_15829_genome,SRR14370110,0.4731182795698925
FV_DSM_15829_genome,ERR3527902,0.4731182795698925
FV_PB189-T1-4_genome,SRR17635715,0.4697508896797153
FV_PB189-T1-4_genome,SRR13167609,0.4697508896797153
FV_DSM_15829_genome,SRR3187426,0.4677419354838709
FV_DSM_15829_genome,SRR17284334,0.4677419354838709
FV_DSM_15829_genome,SRR13739760,0.4677419354838709
FV_DSM_15829_genome,SRR18765395,0.4677419354838709
FV_DSM_15829_genome,ERR3527895,0.4677419354838709
FV_DSM_15829_genome,SRR2566070,0.4677419354838709
FV_DSM_15829_genome,SRR17284342,0.4677419354838709
FV_DSM_15829_genome,SRR19051578,0.4677419354838709
FV_DSM_15829_genome,ERR4406987,0.4677419354838709
FV_DSM_15829_genome,ERR1302336,0.4677419354838709
FV_PB189-T1-4_genome,SRR17284153,0.4626334519572954
FV_DSM_15829_genome,SRR14370102,0.4623655913978494
FV_DSM_15829_genome,SRR13167560,0.4623655913978494
FV_DSM_15829_genome,ERR6718286,0.4623655913978494
FV_DSM_15829_genome,SRR512770,0.4623655913978494
FV_DSM_15829_genome,SRR9668957,0.4623655913978494
FV_DSM_15829_genome,ERR6053435,0.4623655913978494
FV_DSM_15829_genome,SRR12477502,0.4623655913978494
S26,ERR2094172,0.4617751479289941
FV_DSM_15829_genome,SRR5575607,0.4569892473118279
FV_DSM_15829_genome,SRR12477554,0.4569892473118279
FV_DSM_15829_genome,SRR3187425,0.4569892473118279
FV_DSM_15829_genome,SRR17635662,0.4569892473118279
FV_DSM_15829_genome,ERR7529544,0.4569892473118279
FV_DSM_15829_genome,SRR6748129,0.4569892473118279
FV_DSM_15829_genome,SRR2565997,0.4569892473118279
FV_DSM_15829_genome,SRR3187198,0.4516129032258064
FV_DSM_15829_genome,SRR17284262,0.4516129032258064
FV_DSM_15829_genome,ERR3950474,0.4516129032258064
FV_DSM_15829_genome,SRR3187193,0.4516129032258064
FV_DSM_15829_genome,SRR14370109,0.4516129032258064
FV_DSM_15829_genome,ERR3500856,0.4516129032258064
FV_DSM_15829_genome,ERR589821,0.4516129032258064
FV_DSM_15829_genome,SRR17635503,0.4516129032258064
FV_DSM_15829_genome,ERR6718306,0.4516129032258064
FV_DSM_15829_genome,ERR2014354,0.4462365591397849
FV_DSM_15829_genome,ERR3500826,0.4462365591397849
FV_DSM_15829_genome,SRR17129199,0.4462365591397849
FV_DSM_15829_genome,SRR13167532,0.4462365591397849
FV_DSM_15829_genome,ERR3500850,0.4462365591397849
FV_DSM_15829_genome,SRR17547364,0.4462365591397849
FV_DSM_15829_genome,SRR12018789,0.4462365591397849
FV_PB189-T1-4_genome,SRR17635692,0.4448398576512455
FV_PB189-T1-4_genome,SRR15744549,0.4412811387900356
FV_PB189-T1-4_genome,SRR14370106,0.4412811387900356
FV_DSM_15829_genome,SRR14198841,0.4408602150537634
FV_DSM_15829_genome,SRR17635666,0.4408602150537634
FV_DSM_15829_genome,SRR14370123,0.4408602150537634
FV_DSM_15829_genome,SRR14370090,0.4408602150537634
FV_DSM_15829_genome,ERR6718332,0.4408602150537634
FV_DSM_15829_genome,SRR3187197,0.4408602150537634
FV_DSM_15829_genome,SRR2565828,0.4408602150537634
FV_DSM_15829_genome,SRR11236218,0.4408602150537634
FV_DSM_15829_genome,SRR14370125,0.4354838709677419
FV_DSM_15829_genome,SRR6847391,0.4354838709677419
FV_DSM_15829_genome,SRR2565535,0.4354838709677419
FV_DSM_15829_genome,SRR12018954,0.4354838709677419
FV_PB189-T1-4_genome,SRR16916853,0.4341637010676156
FV_PB189-T1-4_genome,SRR11236206,0.4306049822064057
FV_DSM_15829_genome,ERR8106666,0.4301075268817204
FV_DSM_15829_genome,ERR6998318,0.4301075268817204
FV_DSM_15829_genome,SRR13167639,0.4301075268817204
FV_DSM_15829_genome,ERR2014390,0.4301075268817204
FV_DSM_15829_genome,SRR17635518,0.4301075268817204
FV_DSM_15829_genome,SRR15832807,0.4301075268817204
FV_DSM_15829_genome,ERR1190761,0.4301075268817204
FV_DSM_15829_genome,ERR5083196,0.4247311827956989
FV_DSM_15829_genome,ERR5083197,0.4247311827956989
FV_DSM_15829_genome,SRR18765407,0.4247311827956989
FV_DSM_15829_genome,SRR11236225,0.4247311827956989
FV_PB189-T1-4_genome,SRR13740775,0.4234875444839858
FV_PB189-T1-4_genome,SRR13557565,0.4199288256227758
FV_PB189-T1-4_genome,SRR12018884,0.4199288256227758
FV_DSM_15829_genome,SRR3187422,0.4193548387096774
FV_DSM_15829_genome,SRR5974626,0.4193548387096774
FV_DSM_15829_genome,SRR6701283,0.4193548387096774
FV_DSM_15829_genome,SRR3187429,0.4193548387096774
FV_PB189-T1-4_genome,SRR14370110,0.4163701067615658
FV_DSM_15829_genome,SRR17547366,0.4139784946236559
FV_DSM_15829_genome,SRR17635577,0.4139784946236559
FV_DSM_15829_genome,SRR3187764,0.4139784946236559
FV_PB189-T1-4_genome,SRR16916866,0.4092526690391459
FV_PB189-T1-4_genome,SRR13167713,0.4092526690391459
FV_DSM_15829_genome,SRR17635674,0.4086021505376344
FV_DSM_15829_genome,ERR3527896,0.4086021505376344
FV_DSM_15829_genome,SRR17635604,0.4086021505376344
FV_DSM_15829_genome,SRR13167707,0.4086021505376344
FV_DSM_15829_genome,SRR16916845,0.4086021505376344
FV_DSM_15829_genome,SRR17635801,0.4086021505376344
FV_DSM_15829_genome,SRR13741024,0.4086021505376344
FV_DSM_15829_genome,SRR3187430,0.4086021505376344
FV_DSM_15829_genome,SRR17635621,0.4086021505376344
FV_DSM_15829_genome,SRR18765389,0.4086021505376344
FV_DSM_15829_genome,SRR17635790,0.4086021505376344
FV_PB189-T1-4_genome,SRR12018808,0.4056939501779359
FV_DSM_15829_genome,SRR3187427,0.4032258064516129
FV_DSM_15829_genome,SRR5057121,0.4032258064516129
FV_DSM_15829_genome,SRR6847279,0.4032258064516129
FV_DSM_15829_genome,SRR3187149,0.4032258064516129
FV_DSM_15829_genome,SRR5420274,0.4032258064516129
FV_PB189-T1-4_genome,SRR13167585,0.4021352313167259
FV_PB189-T1-4_genome,SRR17635801,0.398576512455516
FV_DSM_15829_genome,ERR3500860,0.3978494623655914
FV_DSM_15829_genome,SRR17539827,0.3978494623655914
FV_DSM_15829_genome,ERR4091998,0.3978494623655914
FV_DSM_15829_genome,ERR6053429,0.3978494623655914
FV_DSM_15829_genome,SRR17547372,0.3978494623655914
FV_DSM_15829_genome,SRR6847295,0.3978494623655914
FV_DSM_15829_genome,SRR1804275,0.3924731182795699
FV_DSM_15829_genome,SRR7716743,0.3924731182795699
FV_DSM_15829_genome,SRR12018875,0.3924731182795699
FV_DSM_15829_genome,ERR9538594,0.3924731182795699
FV_PB189-T1-4_genome,SRR17635478,0.3914590747330961
FV_PB189-T1-4_genome,SRR13167631,0.3879003558718861
FV_DSM_15829_genome,SRR10739574,0.3870967741935484
FV_DSM_15829_genome,ERR3500859,0.3870967741935484
FV_DSM_15829_genome,ERR7564464,0.3870967741935484
S26,SRR6675345,0.3848520710059172
FV_DSM_15829_genome,ERR4031243,0.3817204301075269
FV_DSM_15829_genome,SRR12018879,0.3817204301075269
FV_DSM_15829_genome,SRR13004780,0.3817204301075269
FV_DSM_15829_genome,SRR7049047,0.3817204301075269
FV_DSM_15829_genome,SRR5420283,0.3817204301075269
FV_DSM_15829_genome,ERR6718341,0.3817204301075269
FV_DSM_15829_genome,SRR15043906,0.3817204301075269
FV_DSM_15829_genome,SRR14370106,0.3817204301075269
FV_DSM_15829_genome,ERR4421636,0.3817204301075269
FV_DSM_15829_genome,SRR18765391,0.3817204301075269
FV_DSM_15829_genome,ERR5083142,0.3817204301075269
FV_DSM_15829_genome,SRR13004782,0.3817204301075269
FV_DSM_15829_genome,ERR7738550,0.3817204301075269
FV_PB189-T1-4_genome,SRR3187098,0.3807829181494662
FV_PB189-T1-4_genome,SRR6847374,0.3807829181494662
FV_PB189-T1-4_genome,SRR6847359,0.3807829181494662
FV_PB189-T1-4_genome,SRR062045,0.3807829181494662
FV_PB189-T1-4_genome,SRR3187097,0.3807829181494662
FV_DSM_15829_genome,SRR7716745,0.3763440860215054
FV_DSM_15829_genome,SRR13004884,0.3763440860215054
FV_DSM_15829_genome,SRR17635678,0.3763440860215054
FV_DSM_15829_genome,SRR6442949,0.3763440860215054
FV_DSM_15829_genome,ERR3451128,0.3763440860215054
FV_PB189-T1-4_genome,SRR14370105,0.3736654804270463
FV_PB189-T1-4_genome,ERR2014393,0.3736654804270463
FV_DSM_15829_genome,SRR3187766,0.3709677419354839
FV_DSM_15829_genome,SRR14571055,0.3709677419354839
FV_DSM_15829_genome,SRR3187202,0.3709677419354839
FV_DSM_15829_genome,SRR13167633,0.3709677419354839
FV_PB189-T1-4_genome,SRR14117792,0.3701067615658363
FV_PB189-T1-4_genome,SRR14764606,0.3701067615658363
FV_PB189-T1-4_genome,SRR3187099,0.3665480427046263
FV_DSM_15829_genome,SRR12018808,0.3655913978494624
FV_DSM_15829_genome,SRR2565546,0.3655913978494624
FV_DSM_15829_genome,SRR1622828,0.3655913978494624
FV_DSM_15829_genome,SRR17284226,0.3655913978494624
FV_DSM_15829_genome,SRR6442919,0.3655913978494624
FV_DSM_15829_genome,SRR6847302,0.3655913978494624
FV_DSM_15829_genome,SRR6748169,0.3655913978494624
FV_DSM_15829_genome,SRR17284219,0.3655913978494624
FV_DSM_15829_genome,SRR17635718,0.3655913978494624
FV_DSM_15829_genome,SRR17284137,0.3655913978494624
FV_DSM_15829_genome,SRR17230197,0.3655913978494624
FV_DSM_15829_genome,SRR17635626,0.3655913978494624
FV_DSM_15829_genome,ERR4335183,0.3602150537634409
FV_DSM_15829_genome,SRR7624264,0.3602150537634409
FV_DSM_15829_genome,SRR17546327,0.3602150537634409
FV_DSM_15829_genome,SRR3187205,0.3602150537634409
FV_DSM_15829_genome,SRR3187768,0.3602150537634409
FV_DSM_15829_genome,SRR3187204,0.3602150537634409
FV_DSM_15829_genome,SRR17635599,0.3602150537634409
FV_DSM_15829_genome,SRR13167602,0.3602150537634409
FV_PB189-T1-4_genome,SRR17635740,0.3594306049822064
FV_DSM_15829_genome,SRR3187767,0.3548387096774194
FV_DSM_15829_genome,ERR2244548,0.3548387096774194
FV_DSM_15829_genome,SRR7624253,0.3548387096774194
FV_DSM_15829_genome,SRR14370093,0.3548387096774194
FV_DSM_15829_genome,SRR11236206,0.3548387096774194
FV_DSM_15829_genome,SRR17635627,0.3548387096774194
FV_DSM_15829_genome,SRR13167709,0.3548387096774194
FV_DSM_15829_genome,SRR13167739,0.3494623655913978
FV_DSM_15829_genome,SRR11294783,0.3494623655913978
FV_DSM_15829_genome,SRR3187771,0.3494623655913978
FV_DSM_15829_genome,ERR4031287,0.3494623655913978
FV_DSM_15829_genome,SRR5273881,0.3494623655913978
FV_DSM_15829_genome,ERR2014388,0.3494623655913978
FV_DSM_15829_genome,SRR3187749,0.3494623655913978
FV_DSM_15829_genome,SRR12159515,0.3494623655913978
FV_DSM_15829_genome,SRR14881714,0.3494623655913978
FV_PB189-T1-4_genome,SRR17635628,0.3487544483985765
S26,SRR13169044,0.3474556213017751
FV_PB189-T1-4_genome,ERR4031227,0.3451957295373665
FV_PB189-T1-4_genome,SRR17635737,0.3451957295373665
FV_PB189-T1-4_genome,SRR17635738,0.3451957295373665
FV_DSM_15829_genome,SRR12477629,0.3440860215053763
FV_DSM_15829_genome,SRR15966651,0.3440860215053763
FV_DSM_15829_genome,SRR1804650,0.3440860215053763
FV_DSM_15829_genome,SRR12893632,0.3440860215053763
FV_DSM_15829_genome,SRR14881748,0.3440860215053763
FV_DSM_15829_genome,SRR18165680,0.3440860215053763
FV_DSM_15829_genome,SRR14881764,0.3440860215053763
FV_DSM_15829_genome,SRR14370100,0.3440860215053763
FV_DSM_15829_genome,SRR14881781,0.3440860215053763
